,Transcript,Translation_Status,IonXpress_SFPQ_N,IonXpress_NONO_N
2130,uc001ttm.3,Translated,0,1
2131,uc021ymk.1,Translated,0,1
2132,uc002jal.4,Translated,0,1
2133,uc009xfu.3,Untranslated,0,1
2134,uc011buf.1,Untranslated,0,1
2135,uc003kyr.2,Translated,0,1
2136,uc021qvg.1,Untranslated,0,2
2137,uc003vqq.3,Untranslated,0,3
2138,uc004cfb.2,Translated,0,1
2139,uc003uyv.3,Translated,0,1
2140,uc001iqs.3,Translated,0,1
2141,uc002twj.3,Translated,0,1
2142,uc002twk.3,Translated,0,1
2143,uc010cml.1,Untranslated,0,1
2144,uc001rhy.1,Translated,0,1
2145,uc021ujr.1,Translated,0,1
2146,uc002ryf.3,Translated,0,1
2147,uc031rug.1,Translated,0,1
2148,uc003plk.3,Untranslated,0,1
2149,uc031rtz.1,Translated,0,1
2150,uc011knl.2,Translated,0,1
2151,uc002ryd.3,Translated,0,1
2152,uc009xhm.1,Translated,0,1
2153,uc010awb.1,Untranslated,0,2
2154,uc003vqs.3,Translated,0,1
2155,uc031rua.1,Translated,0,1
2156,uc002xvf.3,Translated,0,1
2157,uc001bpu.3,Translated,0,1
2158,uc009yrj.3,Translated,0,1
2159,uc010tif.2,Translated,0,3
2160,uc002ldg.3,Translated,0,1
2161,uc002urh.4,Translated,0,1
2162,uc003vpa.3,Translated,0,1
2163,uc001ymc.2,Translated,0,1
2164,uc010sjr.1,Translated,0,1
2165,uc010ndq.3,Translated,0,1
2166,uc001rkj.3,Translated,0,1
2167,uc003nde.2,Translated,0,1
2168,uc003wwt.3,Translated,0,2
2169,uc004csr.3,Translated,0,1
2170,uc003guq.4,Translated,0,1
2171,uc002ylm.4,Untranslated,0,1
2172,uc031ruc.1,Translated,0,1
2173,uc002gyn.4,Translated,0,1
2174,uc001esl.5,Untranslated,0,2
2175,uc009zqo.2,Translated,0,1
2176,uc001igf.1,Translated,0,1
2177,uc021sht.1,Untranslated,0,1
2178,uc002uzd.1,Untranslated,0,1
2179,uc004ebq.1,Untranslated,0,6
2180,uc001jwi.3,Translated,0,1
2181,uc002gyl.4,Translated,0,1
2182,uc003tdn.1,Translated,0,1
2183,uc021vqs.2,Untranslated,0,2
2184,uc010wnm.1,Translated,0,1
2185,uc002sqs.3,Translated,0,1
2186,uc002hho.1,Translated,0,1
2187,uc003ocf.3,Translated,0,1
2188,uc003aiz.1,Translated,0,1
2189,uc010qsu.2,Translated,0,1
2190,uc003qvj.3,Translated,0,1
2191,uc010hua.1,Translated,0,1
2192,uc002xvb.4,Untranslated,0,1
2193,uc001gzx.3,Translated,0,1
2194,uc004bgj.4,Translated,0,1
2195,uc002pbj.2,Translated,0,1
2196,uc010ifn.3,Untranslated,0,1
2197,uc002vbj.3,Untranslated,0,1
2198,uc003aja.1,Translated,0,1
2199,uc002bso.1,Translated,0,1
2200,uc003guu.4,Translated,0,1
2201,uc001pkl.1,Translated,0,1
2202,uc001gor.2,Translated,0,1
2203,uc003yrw.2,Translated,0,1
2204,uc003ldh.3,Translated,0,1
2205,uc002ehj.3,Translated,0,1
2206,uc002jfp.1,Translated,0,1
2207,uc003ncz.2,Translated,0,2
2208,uc002tlb.2,Translated,0,1
2209,uc011ala.1,Translated,0,1
2210,uc010lxy.1,Translated,0,1
2211,uc003plm.4,Translated,0,1
2212,uc001rkh.1,Translated,0,1
2213,uc003vec.2,Translated,0,1
2214,uc003ecq.3,Translated,0,1
2215,uc002pbh.2,Translated,0,1
2216,uc031tds.1,Translated,0,3
2217,uc021ybr.1,Translated,0,1
2218,uc009xar.3,Translated,0,1
2219,uc003jpi.4,Translated,0,1
2220,uc003mwj.3,Translated,0,1
2221,uc003mbh.3,Translated,0,1
2222,uc011mix.2,Translated,0,1
2223,uc003kvi.3,Translated,0,1
2224,uc001iol.3,Translated,0,1
2225,uc003mey.3,Translated,0,1
2226,uc010men.3,Translated,0,2
2227,uc001rib.2,Translated,0,1
2228,uc031sab.1,Translated,0,1
2229,uc011dqh.2,Translated,0,1
2230,uc003kvk.3,Untranslated,0,1
2231,uc001ldu.3,Translated,0,1
2232,uc002bsm.2,Translated,0,1
2233,uc002hkd.4,Translated,0,1
2234,uc010fry.1,Translated,0,1
2235,uc001lap.4,Translated,0,1
2236,uc001dhh.2,Translated,0,1
2237,uc010kjx.3,Translated,0,1
